64.33333334,420.23
64.41666667,420.99
64.5,420.99
64.58333334,418.9
64.66666667,417.19
64.75,415.95
64.83333334,415.78
64.91666667,417.51
65,418.95
65.08333334,419.47
